subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
math	MA01	計算	長さの単位の計算です。3m 7cmは何cmですか？	"[""37cm"", ""307cm"", ""370cm"", ""3007cm""]"	1	307cm	1mは100cmなので、3mは300cmです。これに7cmを足すと307cmになります。	easy
math	MA01	計算	長さの単位の計算です。307cmをmとcmを使って表すとどうなりますか？	"[""3m 7cm"", ""30m 7cm"", ""3m 70cm"", ""307m 0cm""]"	0	3m 7cm	100cmが1mなので、300cmは3mです。残りの7cmをあわせて3m 7cmとなります。	easy
math	MA01	計算	かさの単位の計算です。1L 50mLは何mLですか？	"[""150mL"", ""1005mL"", ""1050mL"", ""1500mL""]"	2	1050mL	1Lは1000mLです。1000mLと50mLを合わせると1050mLになります。百の位が0になることに注意しましょう。	easy
math	MA01	計算	かさの単位の計算です。1050mLをLとmLを使って表すとどうなりますか？	"[""1L 5mL"", ""1L 50mL"", ""10L 5mL"", ""1L 500mL""]"	1	1L 50mL	1000mLが1Lなので、1050mLは1Lと残りの50mLになります。	easy
math	MA01	計算	重さの単位の計算です。3kg 20gは何gですか？	"[""320g"", ""3002g"", ""3020g"", ""3200g""]"	2	3020g	1kgは1000gなので、3kgは3000gです。これに20gを足すと3020gになります。	easy
math	MA01	計算	重さの単位の計算です。3020gをkgとgを使って表すとどうなりますか？	"[""3kg 2g"", ""3kg 20g"", ""3kg 200g"", ""30kg 2g""]"	1	3kg 20g	1000gが1kgなので、3000gは3kgです。残りの20gをあわせて3kg 20gとなります。	easy
math	MA01	計算	分数の計算です。1 － 2/5 の答えはいくつですか？	"[""1/5"", ""2/5"", ""3/5"", ""4/5""]"	2	3/5	1を5/5として考えます。5/5 － 2/5 を計算すると、分子の引き算で3/5になります。	easy
math	MA01	計算	全体の「1」から「2/5」を引いた残りの割合はいくつですか？	"[""1/5"", ""2/5"", ""3/5"", ""5/2""]"	2	3/5	全体を5等分したうちの2つ分（2/5）を取り除くと、残りは3つ分（3/5）になります。	easy
math	MA01	計算	小数をパーセントに直す問題です。0.37を百分率（％）で表すといくつですか？	"[""0.37%"", ""3.7%"", ""37%"", ""370%""]"	2	37%	百分率は全体を100とした割合です。小数に100をかけるとパーセントになるので、0.37 × 100 ＝ 37%です。	easy
math	MA01	計算	パーセントを小数に直す問題です。37%を小数で表すといくつですか？	"[""0.037"", ""0.37"", ""3.7"", ""37""]"	1	0.37	37%は「100分の37」のことなので、37 ÷ 100 を計算して 0.37 になります。	easy
math	MA01	計算	かさの単位の計算です。0.37Lは何dL（デシリットル）ですか？	"[""0.037dL"", ""3.7dL"", ""37dL"", ""370dL""]"	1	3.7dL	1Lは10dLです。0.37に10をかけると3.7になるので、答えは3.7dLです。	easy
math	MA01	計算	かさの単位の計算です。3.7dLは何Lですか？	"[""0.37L"", ""3.7L"", ""37L"", ""0.037L""]"	0	0.37L	10dLが1Lなので、3.7dLをLに直すには10でわります。3.7 ÷ 10 ＝ 0.37Lです。	easy
math	MA01	計算	体積とかさの単位換算です。34000cm³は何Lですか？	"[""3.4L"", ""34L"", ""340L"", ""3400L""]"	1	34L	1000cm³ ＝ 1000mL ＝ 1L です。34000を1000でわると34になるので、34Lが正解です。	easy
math	MA01	計算	かさから体積への単位換算です。34Lは何cm³ですか？	"[""340cm³"", ""3400cm³"", ""34000cm³"", ""340000cm³""]"	2	34000cm³	1Lは1000cm³です。34に1000をかけると34000になるので、34000cm³になります。	easy
math	MA01	計算	重さのたし算です。2kg 300g ＋ 7kg 800g の答えは？	"[""9kg 100g"", ""10kg 100g"", ""10kg 1100g"", ""11kg 100g""]"	1	10kg 100g	gどうしを足すと1100gになります。1000gは1kgなので、1kg繰り上げて10kg 100gとなります。	easy
math	MA01	計算	重さの計算で、1100gを「kgとg」を使って正しく表しているのはどれ？	"[""1kg 1g"", ""1kg 10g"", ""1kg 100g"", ""11kg 0g""]"	2	1kg 100g	1000gが1kgなので、1100gは1kgと残りの100gに分けられます。	easy
math	MA01	計算	工夫して計算しましょう。(6×6×3.14÷2) + (4×4×3.14÷2) - (2×2×3.14÷2) の答えは？	"[""62.8"", ""75.36"", ""113.04"", ""150.72""]"	1	75.36	3.14をまとめて計算します。(18 + 8 - 2) × 3.14 ＝ 24 × 3.14 ＝ 75.36 となります。	normal
math	MA01	計算	時速72kmは、秒速（1秒間に進む距離）に直すと何mですか？	"[""15m/s"", ""20m/s"", ""25m/s"", ""30m/s""]"	1	20m/s	時速を秒速に直すには3.6でわります。72 ÷ 3.6 ＝ 20m/s。または72000mを3600秒でわって計算します。	normal
math	MA01	計算	秒速20mで走る車は、時速（1時間に進む距離）に直すと何kmですか？	"[""60km/h"", ""72km/h"", ""80km/h"", ""90km/h""]"	1	72km/h	秒速を時速に直すには3.6をかけます。20 × 3.6 ＝ 72km/h。1分で1200m、60分で72000m＝72kmと計算もできます。	normal
math	MA01	計算	ある本の全体の2/5より12ページ少なく読んだら52ページ残りました。本は全部で何ページ？	"[""100ページ"", ""120ページ"", ""150ページ"", ""180ページ""]"	1	120ページ	残りの52ページから12を引いた40ページが、全体の1/3にあたると考えます。40 ÷ (1/3) ＝ 120ページとなります。	normal
math	MA01	計算	女子は全体の0.5より20人少なく、男子は全体の0.6より24人少ないとき、全体の人数は何人？	"[""400人"", ""440人"", ""480人"", ""500人""]"	1	440人	割合の合計 0.5+0.6=1.1 と 1.0 の差 0.1 が、人数の合計 20+24=44人に相当します。44 ÷ 0.1 ＝ 440人です。	normal
math	MA01	計算	(1/4×3.14) + (15.7×(1/5+2/3)) + (21.98×(9/7-1/2)) を工夫して計算した答えは？	"[""25.12"", ""28.26"", ""31.4"", ""34.54""]"	1	28.26	15.7は3.14×5、21.98は3.14×7です。3.14でくくると 3.14 × (1/4 + 13/3 + 11/2) ＝ 3.14 × 9 ＝ 28.26 となります。	normal
math	MA01	計算	200×505 + 170×2020 - 140×1010 を工夫して計算した答えは？	"[""30300"", ""303000"", ""330000"", ""300300""]"	1	303000	1010を共通の数としてまとめます。(100 + 340 - 140) × 1010 ＝ 300 × 1010 ＝ 303000 です。	normal
math	MA01	計算	水 1L 480mL の重さは何kgですか？（水 1mL ＝ 1g とします）	"[""1.48kg"", ""14.8kg"", ""148kg"", ""0.148kg""]"	0	1.48kg	1L 480mL ＝ 1480mL です。水は 1mL ＝ 1g なので 1480g。kgに直すと 1.48kg になります。	normal
math	MA01	計算	重さが1.48kgある水の体積はどれくらいですか？（水 1g ＝ 1mL とします）	"[""1L 48mL"", ""1L 480mL"", ""14L 80mL"", ""148mL""]"	1	1L 480mL	1.48kg ＝ 1480g です。水は 1g ＝ 1mL なので 1480mL。これをLとmLに直すと 1L 480mL です。	normal
