subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
math	MA05	文章題（その他）	5人ですると20日かかる仕事があります。4人で5日間働いた後、残りを8人ですると、あと何日かかりますか？	"[""8日"", ""10日"", ""12日"", ""15日""]"	1	10日	全体の仕事量を100（5人×20日）とすると、4人で5日間の仕事量は20。残りの80を8人で割ると10日になります。	easy
math	MA05	文章題（その他）	5人ですると20日かかる仕事があります。最初の5日間は4人で働き、残りを8人でする場合、仕事全体の合計日数は何日ですか？	"[""10日"", ""15日"", ""20日"", ""25日""]"	1	15日	最初の5日間と、残りの仕事にかかる10日間を合わせて、合計15日間となります。	normal
math	MA05	文章題（その他）	同じ機械3台で12日かかる仕事があります。最初の6日間は2台で動かし、残りを3台ですると、あと何日かかりますか？	"[""6日"", ""8日"", ""10日"", ""12日""]"	1	8日	全体の仕事量は36。2台で6日間の仕事量は12。残りの24を3台ですると8日かかります。	easy
math	MA05	文章題（その他）	機械3台で12日かかる仕事を、最初の6日間は2台、残りを3台で行いました。この時、最初の6日間で終わった仕事量は全体のどれだけですか？	"[""2分の1"", ""3分の1"", ""4分の1"", ""6分の1""]"	1	3分の1	全体の仕事量36に対し、2台×6日間＝12終わったので、12/36＝1/3となります。	normal
math	MA05	文章題（その他）	Aは1人で30日、Bは1人で45日かかる仕事があります。まずBが15日間働き、残りをAがすると、Aは何日働きますか？	"[""15日"", ""20日"", ""25日"", ""30日""]"	1	20日	全体を90とすると、Aの効率は3、Bは2。Bが15日で30終わらせたので、残りの60をAが効率3ですると20日です。	normal
math	MA05	文章題（その他）	Aは1人で30日、Bは1人で45日かかる仕事があるとき、AとBの1日あたりの仕事量の比（A：B）はどうなりますか？	"[""2：3"", ""3：2"", ""1：1"", ""4：3""]"	1	3：2	かかる日数の比が30：45＝2：3なので、1日あたりの仕事量（効率）はその逆比の3：2になります。	easy
math	MA05	文章題（その他）	太郎は15日、花子は10日かかる仕事があります。太郎が10日間した後、残りを二人ですると、あと何日かかりますか？	"[""2日間"", ""3日間"", ""4日間"", ""5日間""]"	0	2日間	全体を30とすると太郎の効率は2、花子は3。太郎が20終わらせたので、残り10を二人の合計効率5で割ると2日です。	normal
math	MA05	文章題（その他）	太郎は15日、花子は10日かかる仕事があります。太郎が10日間し、残りを二人でした場合、花子が働いたのは何日間ですか？	"[""2日間"", ""5日間"", ""10日間"", ""12日間""]"	0	2日間	花子は太郎が10日働いた後の「残りの期間」だけ参加したので、計算結果の2日間がそのまま花子の働いた日数です。	normal
math	MA05	文章題（その他）	Aは18日、Bは30日かかる仕事を二人で始めましたが、Bが数日休み、完了まで12日かかりました。Bは何日休みましたか？	"[""1日"", ""2日"", ""3日"", ""4日""]"	1	2日	全体を90とするとAの効率5、Bは3。Aは12日働き60消化。Bは残りの30を効率3で10日間働いたので、12-10=2日休みです。	hard
math	MA05	文章題（その他）	Aは18日、Bは30日かかる仕事を二人で始めましたが、Bが数日休み、12日で終わりました。この時、Bが働いたのは何日間ですか？	"[""8日間"", ""10日間"", ""12日間"", ""15日間""]"	1	10日間	全体90のうち、休まず働いたAが60を終わらせました。残りの30をBが担当したので、30÷3（Bの効率）＝10日間となります。	normal
