subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
sci	SC01	力・運動	てこにおいて、棒を支えて回転の中心となる点を何といいますか？	"[""力点"", ""作用点"", ""支点"", ""接点""]"	2	支点	てこを支える中心の点を「支点」といいます。	easy
sci	SC01	力・運動	てこを動かすために、手などで力を加える点を何といいますか？	"[""支点"", ""力点"", ""作用点"", ""重点""]"	1	力点	力を加える場所なので「力点」と呼びます。	easy
sci	SC01	力・運動	てこにおいて、物体に力がはたらく点を何といいますか？	"[""作用点"", ""支点"", ""力点"", ""終点""]"	0	作用点	力が「作用」する場所なので「作用点」といいます。	easy
sci	SC01	力・運動	支点から左へ30cmの位置に200gのおもりがあります。右へ20cmの位置におもりをつるしてつり合わせるには、何gのおもりが必要ですか？	"[""100g"", ""200g"", ""300g"", ""400g""]"	2	300g	てこの原理「重さ×距離」が左右で等しくなります（200×30＝A×20）。	easy
sci	SC01	力・運動	支点から左へ30cmの位置に200gのおもりがあります。右側に300gのおもりをつるしてつり合わせるには、支点から何cm離せばよいですか？	"[""10cm"", ""20cm"", ""30cm"", ""40cm""]"	1	20cm	200g×30cm＝6000。300g×20cm＝6000となり、つり合います。	easy
sci	SC01	力・運動	軽い棒の左端（支点から20cm）に300g、右端（支点から30cm）に200gのおもりをつるして水平にしました。このとき、支点には下向きに何gの力がかかっていますか？	"[""100g"", ""300g"", ""500g"", ""600g""]"	2	500g	支点にかかる力は、ぶら下がっているおもりの重さの合計（300＋200）になります。	normal
sci	SC01	力・運動	てこを回転させようとするはたらきの大きさを何といいますか？	"[""トルク"", ""モーメント"", ""パワー"", ""エネルギー""]"	1	モーメント	「おもりの重さ×支点からの距離」で表される回転させる力をモーメントといいます。	easy
sci	SC01	力・運動	支点から距離50cmの位置に20gのおもりがあるとき、このおもりがてこを回転させようとするはたらき（モーメント）の大きさはいくらですか？	"[""70"", ""100"", ""500"", ""1000""]"	3	1000	モーメント＝重さ×距離なので、20g×50cm＝1000となります。	easy
sci	SC01	力・運動	支点から左に8cmの位置に20g、左に4cmの位置に10gのおもりがあります。右に4cmの位置におもりxをつるしてつり合わせる時、xは何gですか？	"[""30g"", ""40g"", ""50g"", ""60g""]"	2	50g	左側の合計モーメントは（20×8＋10×4＝200）。右側も200にするには、200÷4＝50g必要です。	normal
sci	SC01	力・運動	支点の左25cmに30gのおもり、右50cmに20gのおもりをつるしました。手をはなすと、てこはどうなりますか？	"[""左側が下がる"", ""右側が下がる"", ""水平のまま止まる"", ""上下に振動する""]"	1	右側が下がる	左のモーメントは750、右は1000なので、数値の大きい右側が下がります。	easy
sci	SC01	力・運動	さおばかりで、皿をつるす位置（作用点）を支点に近づけると、はかることができる重さの範囲はどうなりますか？	"[""広くなる"", ""狭くなる"", ""変わらない"", ""はかれなくなる""]"	0	広くなる	作用点が支点に近いほど、より重いものを小さな力（おもり）ではかれるようになります。	normal
sci	SC01	力・運動	さおばかりで、より重いものをはかりたい場合、皿をつるす位置を支点に対してどうすればよいですか？	"[""遠ざける"", ""近づける"", ""真上に置く"", ""変えない""]"	1	近づける	作用点を支点に近づけることで、てこの原理により大きな力を支えられるようになります。	normal
sci	SC01	力・運動	長さ30cmの軽い棒の左端を支点にします。右端をばねばかりで支え、棒に100gのおもりをつるしたところ、ばねばかりが30gを示しました。おもりは支点から何cmのところにありますか？	"[""3cm"", ""9cm"", ""10cm"", ""15cm""]"	1	9cm	ばねばかりのモーメント（30g×30cm＝900）とおもりのモーメント（100g×L）が等しくなるのでL＝9cmです。	hard
sci	SC01	力・運動	2個の台ばかりの上に重さ360gの板をのせ、その真ん中にカメをのせました。2個の台ばかりがともに305gを示したとき、カメの重さは何gですか？	"[""250g"", ""305g"", ""360g"", ""610g""]"	0	250g	全体の重さは305×2＝610g。そこから板の360gを引くとカメの重さ（250g）が出ます。	hard
