subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
sci	SC08	動物	昆虫の体は、前から順に大きく3つの部分に分かれています。正しい組み合わせはどれ？	"[""頭部・胸部・腹部"", ""頭部・腹部・胸部"", ""頭部・腕部・脚部"", ""胸部・腹部・尾部""]"	0	頭部・胸部・腹部	昆虫の体は前から「頭部（とうぶ）」「胸部（きょうぶ）」「腹部（ふくぶ）」に分かれています。	easy
sci	SC08	動物	昆虫の全身を包んでいる、かたい「から」のことを何といいますか？	"[""内骨格"", ""外骨格"", ""背骨"", ""軟骨""]"	1	外骨格	昆虫は体の外側をかたい「から（外骨格）」でおおわれているのが特徴です。	normal
sci	SC08	動物	昆虫の「あし」や「はね」は、体のどの部分についていますか？	"[""頭部"", ""胸部"", ""腹部"", ""おしり""]"	1	胸部	昆虫の3対6本のあしと、2対4枚のはねは、すべて「胸部」についています。	easy
sci	SC08	動物	昆虫の「あし」の数は全部で何本ですか？	"[""4本"", ""6本"", ""8本"", ""10本""]"	1	6本	昆虫には「3対6本」のあしがあります。胸部から生えています。	easy
sci	SC08	動物	ハエやカのように、はねが退化して「2枚」になっている昆虫もいますが、通常昆虫のはねは何枚ですか？	"[""2枚"", ""4枚"", ""6枚"", ""8枚""]"	1	4枚	昆虫のはねは、通常「2対4枚」あります。	normal
sci	SC08	動物	昆虫が呼吸のために空気を取り入れる、体の側面にある穴を何といいますか？	"[""気門"", ""気管"", ""肺胞"", ""毛穴""]"	0	気門	昆虫は胸部や腹部にある「気門（きもん）」という穴から空気を取り入れます。	easy
sci	SC08	動物	気門から取り入れられた空気は、昆虫の体内のどこを通って全身に運ばれますか？	"[""血管"", ""気管"", ""食道"", ""神経""]"	1	気管	空気は「気管（きかん）」を通って全身の細胞に直接運ばれます。	normal
sci	SC08	動物	卵から成虫になるまでの間に「さなぎ」の時期がある育ち方を何といいますか？	"[""不完全変態"", ""完全変態"", ""脱皮"", ""羽化""]"	1	完全変態	「卵→幼虫→さなぎ→成虫」という順に育つことを「完全変態」といいます。	easy
sci	SC08	動物	次のうち、「完全変態（さなぎの時期がある）」をする昆虫はどれですか？	"[""バッタ"", ""トンボ"", ""カブトムシ"", ""カマキリ""]"	2	カブトムシ	チョウ、カブトムシ、ハチ、テントウムシなどは「完全変態」をします。	normal
sci	SC08	動物	「卵→幼虫→成虫」という順に育ち、さなぎにならない育ち方を何といいますか？	"[""不完全変態"", ""完全変態"", ""無変態"", ""瞬間変態""]"	0	不完全変態	さなぎの時期がない育ち方を「不完全変態」といいます。	easy
sci	SC08	動物	次のうち、「不完全変態（さなぎにならない）」の昆虫はどれですか？	"[""ホタル"", ""ハチ"", ""テントウムシ"", ""コオロギ""]"	3	コオロギ	セミ、バッタ、コオロギ、トンボ、カマキリなどは「不完全変態」です。	normal
sci	SC08	動物	トンボの幼虫である「やご」は、どこで呼吸をしていますか？	"[""気門"", ""えら"", ""肺"", ""皮膚""]"	1	えら	成虫は気門で呼吸しますが、水中で生活する幼虫の「やご」は「えら」で呼吸します。	normal
sci	SC08	動物	モンシロチョウが卵を産みつけるのは、主にどのグループの植物ですか？	"[""バラ科"", ""ナス科"", ""アブラナ科"", ""ミカン科""]"	2	アブラナ科	モンシロチョウはキャベツやダイコンなどの「アブラナ科」の植物に卵を産みます。	easy
sci	SC08	動物	アゲハチョウが卵を産みつける植物として正しいものはどれですか？	"[""キャベツ"", ""ミカン"", ""ナズナ"", ""イネ""]"	1	ミカン	モンシロチョウはアブラナ科ですが、アゲハはミカン科の植物に卵を産みます。	normal
sci	SC08	動物	モンシロチョウの幼虫がふ化した直後、最初に食べるものは何ですか？	"[""キャベツの葉"", ""自分の卵のから"", ""花の蜜"", ""他の虫の卵""]"	1	自分の卵のから	ふ化したばかりの幼虫は、まず栄養のある「自分の卵のから」を食べます。	normal
sci	SC08	動物	モンシロチョウの幼虫（アオムシ）の、胸の部分にある「あし」は何本ですか？	"[""2本"", ""4本"", ""6本"", ""10本""]"	2	6本	成虫と同じく、胸の部分には「胸あし」が3対6本あります。	normal
sci	SC08	動物	モンシロチョウの幼虫にある、腹の部分の吸盤のようなあし（腹あし）とおしりのあし（尾あし）を合わせると何本ですか？	"[""6本"", ""8本"", ""10本"", ""12本""]"	2	10本	腹あしが4対8本、尾あしが1対2本で、合計10本あります。	hard
sci	SC08	動物	背骨をもっている動物をまとめて何といいますか？	"[""セキツイ動物"", ""無セキツイ動物"", ""節足動物"", ""軟体動物""]"	0	セキツイ動物	背骨がある動物を「セキツイ動物」といいます。	easy
sci	SC08	動物	セキツイ動物は、ホニュウ類、鳥類、ハチュウ類、両生類と、あと一つは何ですか？	"[""昆虫類"", ""クモ類"", ""魚類"", ""甲殻類""]"	2	魚類	セキツイ動物は「魚類、両生類、ハチュウ類、鳥類、ホニュウ類」の5つに分類されます。	easy
sci	SC08	動物	周囲の温度に関わらず、体温を一定に保つことができる「恒温（こうおん）動物」の組み合わせはどれ？	"[""魚類・両生類"", ""両生類・ハチュウ類"", ""ハチュウ類・鳥類"", ""鳥類・ホニュウ類""]"	3	鳥類・ホニュウ類	体温を一定に保てるのは鳥類とホニュウ類だけです。	normal
