subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
jp	JP07	記述問題	台風が激しい雨を降らせることで、私たちの生活に役立っている「良い側面」は何ですか？	"[""洪水を防いでくれる"",""水不足を補う水資源になる"",""気温を下げて涼しくする"",""空気をきれいにする""]"	1	水不足を補う水資源になる	台風は災害をもたらす一方で、ダムなどの貯水量を増やし、水不足を解消する貴重な水資源としての役割も持っています。	easy
jp	JP07	記述問題	「水不足を補う水資源になる」という、災害以外の側面を持つ気象現象は何ですか？	"[""梅雨"",""台風"",""濃霧"",""季節風""]"	1	台風	台風は激しい風雨で被害を与えることが注目されがちですが、一方で水資源を支えるという側面も持っています。	easy
jp	JP07	記述問題	北海道東部で夏に冷害が発生しやすい原因として、正しい組み合わせはどれですか？	"[""黒潮の影響と台風"",""親潮の影響と濃霧"",""対馬海流の影響と干ばつ"",""リマン海流の影響と強風""]"	1	親潮の影響と濃霧	北海道東部の冷害は、寒流である千島海流（親潮）の影響と、海上で発生する濃霧によって日照時間が減ることが主な原因です。	normal
jp	JP07	記述問題	千島海流（親潮）や濃霧の影響で、北海道などで農作物の成長が妨げられる災害を何といいますか？	"[""干害"",""冷害"",""塩害"",""霜害""]"	1	冷害	高緯度であることに加え、冷たい海流や霧による日照不足が重なることで、気温が上がらず冷害が発生します。	normal
jp	JP07	記述問題	瀬戸内地方で、一年を通して降水量が少なく「干害（水不足）」が起きやすい地形的な理由は何ですか？	"[""周囲を高い壁で囲まれているから"",""季節風が山地にさえぎられるから"",""平地が少なく川が短いから"",""森林が少なく保水力がないから""]"	1	季節風が山地にさえぎられるから	夏は四国山地、冬は中国山地が季節風をさえぎるため、瀬戸内地方には雨や雪が届きにくく、降水量が少なくなります。	normal
jp	JP07	記述問題	夏は四国山地、冬は中国山地によって湿った風が遮られるため、雨が少なくなりやすい地域はどこですか？	"[""近畿地方"",""瀬戸内地方"",""北陸地方"",""九州地方""]"	1	瀬戸内地方	二つの山地に挟まれた瀬戸内地方は、一年中温暖で雨が少ないという特徴的な気候（瀬戸内気候）になります。	normal
jp	JP07	記述問題	交通網の発達により、実際の距離ではなく「移動にかかる時間」で測る距離のことを何といいますか？	"[""速度距離"",""時間距離"",""経済距離"",""空間距離""]"	1	時間距離	新幹線や高速道路の整備により、遠くの場所でも短時間で行けるようになったことを「時間距離が縮まった」と表現します。	easy
jp	JP07	記述問題	「時間距離」という言葉が表している正しい意味はどれですか？	"[""時速100キロで進む距離"",""移動にかかる時間で測る距離"",""1時間で歩ける限界の距離"",""目的地までにかかる費用のこと""]"	1	移動にかかる時間で測る距離	実際のキロメートル数（物理的距離）ではなく、移動に何分かかるかという視点での距離を指します。	easy
jp	JP07	記述問題	東北や北陸地方で伝統的工芸品の生産が盛んになった、冬の気候に関わる理由は何ですか？	"[""雪解け水が工芸品作りに適していたから"",""冬の農作業ができない時期の副業だったから"",""冬は乾燥して材料が乾きやすかったから"",""寒さで職人の集中力が高まったから""]"	1	冬の農作業ができない時期の副業だったから	雪深い地域では冬に外での農作業ができないため、家の中でできる工芸品作りが副業として発達し、技術が受け継がれました。	normal
jp	JP07	記述問題	冬の農作業が困難な時期に、技術を磨きながら作られてきたものが発展した産業は何ですか？	"[""先端技術産業"",""伝統的工芸品"",""大規模な商業"",""観光業""]"	1	伝統的工芸品	東北や北陸の伝統工芸は、厳しい冬の気候を背景とした農家の副業がルーツとなっているものが多いです。	normal
jp	JP07	記述問題	伝統工業において、後継者が不足している主な理由として「技術」の観点から正しいものはどれですか？	"[""技術が機械に取って代わられたから"",""技術の修得に長い時間がかかるから"",""技術の内容が古くて役に立たないから"",""技術を教える学校が全くないから""]"	1	技術の修得に長い時間がかかるから	伝統工業の技術は熟練が必要で、一人前になるまでに長い年月がかかるため、若者が敬遠しがちという課題があります。	normal
jp	JP07	記述問題	「技術の修得に長い時間がかかること」が原因で、伝統工業が抱えている深刻な問題は何ですか？	"[""原料の価格高騰"",""後継者の不足"",""製品の品質低下"",""海外への技術流出""]"	1	後継者の不足	修行期間が長く、すぐに収入に結びつきにくいことが、若い世代が伝統工業を志すのを難しくしています。	normal
jp	JP07	記述問題	戦後の日本で、工業地帯が「太平洋ベルト」などの臨海部（海岸沿い）に発達した理由は何ですか？	"[""海からの涼しい風で機械を冷やすため"",""原料の輸入や製品の輸出に便利だから"",""内陸部よりも地価が安かったから"",""海水を工業用水として大量に使うため""]"	1	原料の輸入や製品の輸出に便利だから	日本は石油や鉄鉱石などの資源を輸入に頼っているため、大型船が着ける港のある海岸沿いが工業に最も有利でした。	normal
jp	JP07	記述問題	「工業原料の多くを輸入に頼っている」という日本の特徴から、工業が発達しやすいのはどのような場所ですか？	"[""山間部の資源産地"",""海岸沿いの港がある地域"",""大都市の駅前周辺"",""広大な土地がある内陸部""]"	1	海岸沿いの港がある地域	輸入した原料をすぐに工場へ運び込み、作った製品をまた船で運び出すには、臨海部が最適です。	normal
jp	JP07	記述問題	「モーダルシフト」の説明として、道路の渋滞解消以外の利点は何ですか？	"[""輸送コストが大幅に安くなる点"",""二酸化炭素を減らし温暖化を防止する点"",""荷物を届けるスピードが速くなる点"",""一度に運べる荷物の種類が増える点""]"	1	二酸化炭素を減らし温暖化を防止する点	モーダルシフト（鉄道・船舶への切り替え）は、トラックよりも環境負荷が低く、地球温暖化対策として期待されています。	normal
jp	JP07	記述問題	トラック輸送から鉄道や船舶による輸送へ切り替える「モーダルシフト」の目的は何ですか？	"[""運転手の給料を上げるため"",""渋滞の解消と環境負荷の低減"",""飛行機輸送を増やすため"",""高速道路の利用者を増やすため""]"	1	渋滞の解消と環境負荷の低減	道路の混雑を減らすことと、排気ガスによる二酸化炭素排出を抑えることが主な目的です。	normal
jp	JP07	記述問題	1980年代の貿易摩擦に対し、日本の自動車企業などが行った「現地生産」とはどのようなことですか？	"[""相手国の製品を日本で売ること"",""相手国に工場を建ててそこで作ること"",""相手国の原料だけを使って作ること"",""日本で作ったものを安く売ること""]"	1	相手国に工場を建ててそこで作ること	輸出を制限される代わりに、相手国に直接工場を作ることで、現地の雇用を生み出しつつ摩擦を避けようとしました。	hard
jp	JP07	記述問題	日本の企業が輸出量を自主規制し、相手国に工場を建設して製品を作るようになった直接のきっかけは何ですか？	"[""世界的な不況"",""貿易摩擦"",""円安の進行"",""労働力不足""]"	1	貿易摩擦	輸出が多すぎて相手国との関係が悪化した（貿易摩擦）ため、現地で生産する方式に切り替える企業が増えました。	hard
jp	JP07	記述問題	2011年に日本が31年ぶりに貿易赤字となった、エネルギー資源に関する理由は何ですか？	"[""太陽光発電の設備を大量に輸入したため"",""震災後の原発停止で火力用燃料の輸入が増えたため"",""石油の価格が世界的に暴落したため"",""電気自動車の普及でガソリンが余ったため""]"	1	震災後の原発停止で火力用燃料の輸入が増えたため	東日本大震災後に原子力発電所が止まり、その不足分を補う火力発電用のLNGや原油の輸入が急増したことが赤字の主因です。	normal
jp	JP07	記述問題	東日本大震災後の原子力発電所の停止は、日本の貿易収支にどのような影響を与えましたか？	"[""大幅な貿易黒字になった"",""31年ぶりの貿易赤字となった"",""貿易額がほぼゼロになった"",""輸出が輸入を大きく上回った""]"	1	31年ぶりの貿易赤字となった	火力発電用の燃料（化石燃料）を大量に輸入せざるを得なくなったことが、経済に大きな影響を与えました。	normal
jp	JP07	記述問題	物語文で「慈悲深い」という言葉にカッコ（「 」）がついている場合、どのようなニュアンスが含まれますか？	"[""言葉の意味を強調している"",""本当の意味とは違う（真似事である）"",""筆者が一番伝えたい言葉である"",""昔の難しい言い回しである""]"	1	本当の意味とは違う（真似事である）	心からの感情ではなく、単に周囲の真似をしているだけのような「見せかけ」の状態を表現するために使われます。	hard
jp	JP07	記述問題	周囲の真似をして「可哀相」と言い合っている様子を「慈悲深い」と書くとき、カッコをつけるのはなぜですか？	"[""その言葉が流行語だから"",""本心からの感情ではないことを示すため"",""子どもが使わない難しい言葉だから"",""敬語であることを強調するため""]"	1	本心からの感情ではないことを示すため	皮肉や、本来の意味とは異なる「形だけ」の状態を指すときに、引用符やカッコが使われることがあります。	hard
jp	JP07	記述問題	「健気（けなげ）」という言葉は、どのような様子を褒める時に使われますか？	"[""大人が立派な仕事をした様子"",""子どもや弱い者が一生懸命頑張る様子"",""お金持ちが寄付をする様子"",""スポーツ選手が新記録を出した様子""]"	1	子どもや弱い者が一生懸命頑張る様子	自分よりも立場が弱い者が、困難な状況でもくじけずに努力する立派な姿を指して使います。	easy
jp	JP07	記述問題	「自分よりも力や立場の弱いものが、困難に立ち向かって頑張る様子」を表す言葉はどれですか？	"[""勇敢"",""健気"",""傲慢"",""優雅""]"	1	健気	子どもの振る舞いや、小さな動物が一生懸命に生きる姿などを表現するのにぴったりの言葉です。	easy
jp	JP07	記述問題	物語文における「困惑（こんわく）」とは、どのような心の状態を指しますか？	"[""ただ単に悲しくて泣いている状態"",""予想外の事態にどうすればいいか迷う状態"",""自分の成功を確信して喜んでいる状態"",""相手を許そうと決心した状態""]"	1	予想外の事態にどうすればいいか迷う状態	自分の常識や予想とは違うことが起き、どう対応してよいか分からず戸惑っている様子を指します。	normal
jp	JP07	記述問題	「自分の予想や常識とは異なる事態に直面し、迷っている感情」を何といいますか？	"[""憤慨"",""困惑"",""安堵"",""羨望""]"	1	困惑	「困る」と「惑う（まどう）」という漢字の通り、どうしていいか分からず立ち往生するような感情です。	normal
jp	JP07	記述問題	成熟した子どもが、親などの前で「良い自分」を「演じる」とはどういうことですか？	"[""俳優のように舞台で芝居をすること"",""周囲の期待に応えようと振る舞うこと"",""嘘をついて相手をだまそうとすること"",""自分の本当の夢をあきらめること""]"	1	周囲の期待に応えようと振る舞うこと	親をがっかりさせたくないという思いから、自分の本心を隠して「望まれている姿」を演じてしまう葛藤を表します。	normal
jp	JP07	記述問題	子どもが親に対して「望まれている自分」を演じてしまうのは、どのような心理からですか？	"[""親をからかって楽しむため"",""親を落胆させたくないという思いから"",""親に隠れて悪いことをするため"",""親よりも優位に立ちたいため""]"	1	親を落胆させたくないという思いから	精神的に成長した子どもほど、周囲の視線を気にして「理想の子供」を演じてしまうことがあります。	normal
jp	JP07	記述問題	入試の物語文でよくテーマとなる「内面の成長」とは、具体的にどのような変化ですか？	"[""身長が伸びて力が強くなること"",""他者と関わり自分の考えが良い方向へ変わること"",""テストで満点を取れるようになること"",""誰にも負けないという自信を持つこと""]"	1	他者と関わり自分の考えが良い方向へ変わること	単なる能力向上ではなく、他者を理解したり、自分の未熟さに気づいたりして精神的に変わることを指します。	normal
jp	JP07	記述問題	「相手と関わることで、自分自身の考え方や内面が良い方向へ変化すること」を物語のテーマで何といいますか？	"[""自己満足"",""内面の成長"",""現状維持"",""思考停止""]"	1	内面の成長	物語の主人公が、事件や出会いを通じて心の持ちようを変えていくプロセスは、読解の重要なポイントです。	normal
