subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
soc	SO09	公民（経済・国際）	農業者が生産だけでなく、加工や販売まで一体的に行う取り組みを何といいますか？	"[""第一産業"",""第三次産業"",""第六次産業"",""複合産業""]"	2	第六次産業	1次（生産）×2次（加工）×3次（販売）を掛け合わせて「6」になることから名付けられました。	normal
soc	SO09	公民（経済・国際）	「第六次産業」に取り組む主な目的として、正しいものはどれですか？	"[""農産物の輸入を増やす"",""農産物に付加価値をつけ、農家の収入を増やす"",""農業を機械化して労働時間を減らす"",""化学肥料の使用をゼロにする""]"	1	農産物に付加価値をつけ、農家の収入を増やす	加工や販売まで自分たちで行うことで、農家の利益を増やすことを目指しています。	normal
soc	SO09	公民（経済・国際）	高齢化の影響で、年金や医療などのために国が支出する費用を何といいますか？	"[""公共事業費"",""社会保障費"",""地方交付税"",""防衛費""]"	1	社会保障費	少子高齢化が進む日本では、この費用の増大が国家財政の大きな課題となっています。	normal
soc	SO09	公民（経済・国際）	日本の国家予算において「社会保障費」が急増している主な原因は何ですか？	"[""若者の就職率の低下"",""公共施設の老朽化"",""少子高齢化による年金や医療費の増加"",""海外への経済援助の拡大""]"	2	少子高齢化による年金や医療費の増加	全人口の約29%が高齢者という「超高齢社会」になり、医療や介護の負担が増えています。	normal
soc	SO09	公民（経済・国際）	1960年に池田勇人内閣が発表した、10年間で国民所得を2倍にすることを目指した計画は？	"[""新生活運動"",""所得倍増計画"",""国土軸形成計画"",""経済再生プラン""]"	1	所得倍増計画	この計画により重化学工業化が進み、日本は高度経済成長を加速させました。	normal
soc	SO09	公民（経済・国際）	「所得倍増計画」を打ち出し、高度経済成長期の日本をリードした内閣総理大臣は誰ですか？	"[""佐藤栄作"",""田中角栄"",""池田勇人"",""岸信介""]"	2	池田勇人	池田勇人は「所得倍増」をスローガンに掲げ、実際に10年を待たずに目標を達成しました。	normal
soc	SO09	公民（経済・国際）	農産物を産地から消費地まで、低温に保ったまま輸送する仕組みを何といいますか？	"[""フリーズライン"",""コールドチェーン"",""クールシステム"",""アイスルート""]"	1	コールドチェーン	「低温流通体系」とも呼ばれ、生鮮食品を新鮮なまま遠くまで運ぶことができます。	normal
soc	SO09	公民（経済・国際）	「コールドチェーン」が普及したことで可能になった農業の形はどれですか？	"[""自給自足的な農業"",""伝統的な農法の維持"",""遠く離れた産地からの出荷"",""農薬を使わない栽培""]"	2	遠く離れた産地からの出荷	冷蔵・冷凍技術により、遠方の産地からでも新鮮な野菜や魚を届けられるようになりました。	normal
soc	SO09	公民（経済・国際）	1950年の朝鮮戦争を機に、アメリカ軍からの注文で日本の景気が回復した現象を何といいますか？	"[""岩戸景気"",""特需景気（朝鮮特需）"",""いざなぎ景気"",""バブル景気""]"	1	特需景気（朝鮮特需）	戦後の貧しい状態から、工業生産が戦前の水準に回復する大きなきっかけとなりました。	normal
soc	SO09	公民（経済・国際）	1950年に始まった「特需景気」の直接的な原因となった出来事はどれですか？	"[""第二次世界大戦の終結"",""東京オリンピックの開催"",""朝鮮戦争による軍需物資の発注"",""石油危機の発生""]"	2	朝鮮戦争による軍需物資の発注	アメリカ軍が日本で武器の修理や物資の調達を大量に行ったため、日本に多大な利益をもたらしました。	normal
soc	SO09	公民（経済・国際）	明治時代、収穫した米ではなく「土地の価格」を基準に現金で税を納めるようにした改革は？	"[""版籍奉還"",""地租改正"",""秩禄処分"",""廃藩置県""]"	1	地租改正	1873年に実施され、政府が安定した現金収入を得るための基盤となりました。	easy
soc	SO09	公民（経済・国際）	1873年の「地租改正」において、当初定められた税率は地価の何％でしたか？	"[""1％"",""3％"",""5％"",""10％""]"	1	3％	地価の3％を現金で納めることとされましたが、のちに農民の反対（地租改正反対一揆）を受けて2.5％に下げられました。	normal
soc	SO09	公民（経済・国際）	500以上の企業設立に関わり「日本の資本主義の父」と呼ばれる人物は誰ですか？	"[""岩崎弥太郎"",""渋沢栄一"",""福沢諭吉"",""松下幸之助""]"	1	渋沢栄一	第一国立銀行（現在のみずほ銀行）など、日本の近代経済の基礎を作りました。	normal
soc	SO09	公民（経済・国際）	2024年から新しく一万円札の肖像に採用されている人物は誰ですか？	"[""津田梅子"",""北里柴三郎"",""渋沢栄一"",""聖徳太子""]"	2	渋沢栄一	「日本の資本主義の父」と呼ばれ、多くの株式会社を育てた功績が評価されています。	normal
