subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
soc	SO04	歴史（古代〜平安）	1949年に群馬県で打製石器が発見され、日本に旧石器時代があったことを証明した遺跡はどこ？	"[""岩宿遺跡"",""三内丸山遺跡"",""吉野ヶ里遺跡"",""登呂遺跡""]"	0	岩宿遺跡	相沢忠洋が関東ローム層から打製石器を発見したことで、土器以前の時代があることが証明されました。	easy
soc	SO04	歴史（古代〜平安）	岩宿遺跡で相沢忠洋が発見し、旧石器時代の存在を証明する決め手となった道具は何？	"[""磨製石器"",""打製石器"",""青銅器"",""鉄器""]"	1	打製石器	石を打ち砕いて作った「打製石器」が見つかったことで、土器が使われる前の時代（旧石器時代）があったとわかりました。	normal
soc	SO04	歴史（古代〜平安）	青森県にある、縄文時代前期から中期の日本最大級の集落跡は何という遺跡？	"[""板付遺跡"",""吉野ヶ里遺跡"",""三内丸山遺跡"",""岩宿遺跡""]"	2	三内丸山遺跡	大型の竪穴住居や掘立柱建物が見つかっており、縄文人が高度な定住生活をしていたことがわかります。	easy
soc	SO04	歴史（古代〜平安）	三内丸山遺跡で栽培されていたことがわかっている、縄文人の食生活を支えた植物は何？	"[""クリの木"",""イネ"",""ムギ"",""ジャガイモ""]"	0	クリの木	クリの木の栽培や、遠くの地域との交易を示すヒスイなどが見つかっています。	normal
soc	SO04	歴史（古代〜平安）	縄文時代の人々が、自然界のあらゆるものに霊魂が宿っていると考えた信仰を何という？	"[""仏教"",""儒教"",""アニミズム"",""キリスト教""]"	2	アニミズム	太陽や山、動物などすべてに霊が宿ると考える自然信仰のことです。	hard
soc	SO04	歴史（古代〜平安）	縄文時代の信仰（アニミズム）に関連して、豊穣や安産を祈るために作られた土の人形を何という？	"[""埴輪"",""土偶"",""石包丁"",""須恵器""]"	1	土偶	土偶はアニミズムに基づいた道具と考えられています。後の時代の「埴輪」と間違えないようにしましょう。	normal
soc	SO04	歴史（古代〜平安）	弥生時代に稲の穂首を刈り取るために使われた、半月形の石器を何という？	"[""石斧"",""打製石器"",""石包丁"",""磨製石器""]"	2	石包丁	2つの穴に紐を通し、指にかけて稲の穂を摘み取る「穂首刈り」に使われました。	easy
soc	SO04	歴史（古代〜平安）	弥生時代の収穫具である「石包丁」を使って、稲のどの部分を刈り取っていた？	"[""根っこ"",""茎"",""穂首（穂の部分）"",""葉っぱ""]"	2	穂首（穂の部分）	当時は茎から切るのではなく、実がついている「穂」の部分だけを摘み取っていました。	normal
soc	SO04	歴史（古代〜平安）	佐賀県にある、周囲を深い濠（ほり）や柵で囲んだ日本最大級の環濠集落跡は何？	"[""三内丸山遺跡"",""吉野ヶ里遺跡"",""登呂遺跡"",""唐古・鍵遺跡""]"	1	吉野ヶ里遺跡	物見やぐらや高床倉庫が見つかっており、小国家（クニ）同士の戦いがあったことを示しています。	easy
soc	SO04	歴史（古代〜平安）	吉野ヶ里遺跡のように、敵の侵入を防ぐために周囲を濠（ほり）で囲んだ集落を何という？	"[""高床集落"",""竪穴集落"",""環濠集落"",""山城集落""]"	2	環濠集落	「環濠（かんごう）」とは、集落のまわりをぐるりと囲んだ堀のことです。	normal
