subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
soc	SO03	世界地理	世界の「三大洋」にふくまれる海の名前の組み合わせとして正しいものはどれ？	"[""太平洋、大西洋、インド洋"", ""太平洋、大西洋、北極海"", ""太平洋、インド洋、地中海"", ""大西洋、インド洋、北氷洋""]"	0	太平洋、大西洋、インド洋	世界の大きな海は、太平洋、大西洋、インド洋の3つに分けられ、これらを「三大洋」と呼びます。	easy
soc	SO03	世界地理	世界の三大洋のひとつで、日本が面している最も大きな海洋は何？	"[""大西洋"", ""インド洋"", ""北極海"", ""太平洋""]"	3	太平洋	日本は太平洋の西側に位置しています。太平洋は世界で最も広い面積を持つ海洋です。	easy
soc	SO03	世界地理	世界にある「六大陸」の正しい組み合わせはどれ？	"[""ユーラシア、アフリカ、北アメリカ、南アメリカ、オーストラリア、南極"", ""ユーラシア、アフリカ、北アメリカ、南アメリカ、オーストラリア、グリーンランド"", ""アジア、ヨーロッパ、アフリカ、アメリカ、オーストラリア、南極"", ""ユーラシア、アフリカ、北アメリカ、南アメリカ、オセアニア、南極""]"	0	ユーラシア、アフリカ、北アメリカ、南アメリカ、オーストラリア、南極	世界には、ユーラシア、アフリカ、北アメリカ、南アメリカ、オーストラリア、南極の6つの大きな大陸があります。	easy
soc	SO03	世界地理	世界にある六大陸の中で、最も面積が小さい大陸はどれ？	"[""南極大陸"", ""南アメリカ大陸"", ""オーストラリア大陸"", ""アフリカ大陸""]"	2	オーストラリア大陸	オーストラリア大陸は、六大陸の中で最も面積が小さい大陸です。	normal
soc	SO03	世界地理	イギリスのロンドンを通る、経度0度の基準となる線の名前を何という？	"[""赤道"", ""本初子午線"", ""日付変更線"", ""北回帰線""]"	1	本初子午線	経度0度の線は「本初子午線（ほんしょしごせん）」と呼ばれ、イギリスの旧グリニッジ天文台を通ります。	easy
soc	SO03	世界地理	本初子午線を基準にして、東側の範囲のことを何という？	"[""北緯"", ""南緯"", ""東経"", ""西経""]"	2	東経	本初子午線（経度0度）より東側を「東経（とうけい）」、西側を「西経（せいけい）」と呼びます。	easy
soc	SO03	世界地理	緯度0度の基準となる線の名前を何という？	"[""本初子午線"", ""北極圏"", ""赤道"", ""南回帰線""]"	2	赤道	地球の真ん中を通る緯度0度の線を「赤道（せきどう）」と呼びます。	easy
soc	SO03	世界地理	赤道を境にして、地球の北半分の範囲をあらわす言葉はどれ？	"[""北緯"", ""南緯"", ""東経"", ""西経""]"	0	北緯	赤道（緯度0度）より北側を「北緯（ほくい）」、南側を「南緯（なんい）」と呼びます。	easy
soc	SO03	世界地理	南アジアの北部にあり、エベレストなどの高い山が連なる山脈は何？	"[""アンデス山脈"", ""ロッキー山脈"", ""ヒマラヤ山脈"", ""アルプス山脈""]"	2	ヒマラヤ山脈	ヒマラヤ山脈には、世界最高峰のエベレスト（標高8848m）など、8000m級の山々がそびえています。	easy
soc	SO03	世界地理	ヒマラヤ山脈のように、現在も高く険しい山が形成されている地帯を何という？	"[""安定陸塊"", ""古期造山帯"", ""新期造山帯"", ""楯状地""]"	2	新期造山帯	ヒマラヤ山脈は「アルプス・ヒマラヤ造山帯」という新期造山帯に含まれ、険しい地形が特徴です。	normal
soc	SO03	世界地理	南アメリカ大陸の西側にあり、南北に長くのびている険しい山脈は何？	"[""アパラチア山脈"", ""アンデス山脈"", ""ピレネー山脈"", ""ヒマラヤ山脈""]"	1	アンデス山脈	アンデス山脈は南アメリカ大陸の西岸を南北に走る、世界で最も長い山脈の一つです。	easy
soc	SO03	世界地理	アンデス山脈が含まれている、太平洋を囲むように広がる造山帯の名前は何？	"[""アルプス・ヒマラヤ造山帯"", ""環太平洋造山帯"", ""大西洋造山帯"", ""インド洋造山帯""]"	1	環太平洋造山帯	日本列島やアンデス山脈は、地震や火山活動が活発な「環太平洋造山帯」に属しています。	normal
soc	SO03	世界地理	アフリカ大陸の北東部を流れ、地中海に注ぐ「世界で最も長い」川は何？	"[""アマゾン川"", ""ミシシッピ川"", ""コンゴ川"", ""ナイル川""]"	3	ナイル川	ナイル川は約6650kmあり、世界で最も長い河川として知られています。	easy
soc	SO03	世界地理	ナイル川が注ぎ出る（河口がある）海はどこ？	"[""紅海"", ""地中海"", ""大西洋"", ""インド洋""]"	1	地中海	ナイル川はアフリカ大陸を北に向かって流れ、地中海に注ぎます。	normal
