subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
sci	SC07	植物	光合成は、おもに葉の細胞の中にある何という小さな粒で行われますか？	"[""核"",""葉緑体"",""液胞"",""細胞膜""]"	1	葉緑体	光合成は、葉の細胞内にある「葉緑体」という緑色の粒で行われます。	easy
sci	SC07	植物	葉緑体で行われる、光のエネルギーを利用して水と二酸化炭素からデンプンなどを作る働きを何といいますか？	"[""蒸散"",""呼吸"",""光合成"",""受粉""]"	2	光合成	植物が光を受けて栄養分（デンプン）と酸素をつくり出す働きを光合成といいます。	easy
sci	SC07	植物	光合成によって作られた栄養分が、水に溶けやすい糖に変わって通る管を何といいますか？	"[""道管"",""師管"",""維管束"",""形成層""]"	1	師管	光合成で作られた栄養分（糖）は「師管（しかん）」を通って植物全体に運ばれます。	normal
sci	SC07	植物	植物の「師管」を通って運ばれる主なものは何ですか？	"[""水"",""肥料"",""二酸化炭素"",""水に溶けた糖""]"	3	水に溶けた糖	師管は、葉で作られた栄養分（糖）を運ぶための専用の管です。	normal
sci	SC07	植物	葉にデンプンがあるかどうかを調べるために使われる薬品は何ですか？	"[""ベネジクト液"",""ヨウ素液"",""酢酸カーミン液"",""BTB溶液""]"	1	ヨウ素液	デンプンに反応して色が変化する「ヨウ素液」を使います。	easy
sci	SC07	植物	デンプンがある場所にヨウ素液をたらすと、何色に変化しますか？	"[""赤色"",""青紫色"",""黄色"",""緑色""]"	1	青紫色	ヨウ素液はデンプンに反応すると、もとの茶色から「青紫色」に変わります。	easy
sci	SC07	植物	呼気を吹き込んで二酸化炭素を溶かした青色のBTB溶液は、何色に変化しますか？	"[""赤色"",""青色"",""黄色"",""無色""]"	2	黄色	二酸化炭素が水に溶けると酸性を示すため、BTB溶液は青色から黄色に変わります。	normal
sci	SC07	植物	黄色に変化したBTB溶液にオオカナダモを入れ、光を当てて二酸化炭素が吸収されると何色に戻りますか？	"[""赤色"",""青色"",""黄色"",""無色""]"	1	青色	光合成によって二酸化炭素が減ると、溶液の酸性が弱まり、再び青色（または緑色）に戻ります。	normal
sci	SC07	植物	植物が酸素を取り入れ、二酸化炭素を放出する「生命活動のためのエネルギーを取り出す働き」を何といいますか？	"[""光合成"",""蒸散"",""呼吸"",""吸収""]"	2	呼吸	植物も動物と同じように、常に「呼吸」を行ってエネルギーを得ています。	easy
sci	SC07	植物	植物が「呼吸」を行っている時間帯として正しいものはどれですか？	"[""昼の間だけ"",""夜の間だけ"",""光が当たっている時だけ"",""一日中（常に）""]"	3	一日中（常に）	呼吸は生命維持に不可欠なため、光合成と違い、昼も夜も「常に」行われています。	normal
sci	SC07	植物	植物Aの光合成量が150、植物Bの光合成量が65のとき、植物Aは植物Bの約何倍の光合成を行っていますか？	"[""1.5倍"",""2.3倍"",""3.1倍"",""4.5倍""]"	1	2.3倍	150 ÷ 65 ＝ 2.307... となるため、四捨五入して約2.3倍となります。	hard
sci	SC07	植物	葉の表皮にある「気孔」という隙間をつくっている、2つの三日月型の細胞を何といいますか？	"[""孔辺細胞"",""道管細胞"",""表皮細胞"",""師管細胞""]"	0	孔辺細胞	気孔の周りにある2つの細胞は「孔辺細胞（こうへんさいぼう）」と呼ばれます。	easy
sci	SC07	植物	一般的な陸上植物において、気孔が最も多く存在している場所はどこですか？	"[""葉の表側"",""葉の裏側"",""茎の表面"",""根の先端""]"	1	葉の裏側	直射日光による水分の失いすぎを防ぐため、多くの植物では葉の裏側に気孔が集中しています。	easy
sci	SC07	植物	水面に浮くスイレンのような植物では、気孔はどこに多く分布していますか？	"[""葉の表側のみ"",""葉の裏側のみ"",""茎の中"",""根の表面""]"	0	葉の表側のみ	水面に接している裏側ではガス交換ができないため、スイレンなどは表側に気孔があります。	normal
sci	SC07	植物	蒸散実験で、全体の水の減少量が20g、水面からの蒸発が4g、茎からの蒸散が2g、葉の表からの蒸散が4gのとき、裏からの蒸散量は？	"[""4g"",""6g"",""10g"",""14g""]"	2	10g	20(全体) - 4(蒸発) - 2(茎) - 4(表) = 10g と計算できます。	hard
sci	SC07	植物	サクラやアブラナのように、花びらが1枚ずつ離れている花の仲間を何といいますか？	"[""合弁花"",""離弁花"",""単性花"",""無花果""]"	1	離弁花	花びらがバラバラに離れるタイプを「離弁花（りべんか）」といいます。	easy
sci	SC07	植物	アサガオやツツジのように、花びらが根元でつながっている花の仲間を何といいますか？	"[""合弁花"",""離弁花"",""両性花"",""裸子植物""]"	0	合弁花	花びらが1つにまとまっているタイプを「合弁花（ごうべんか）」といいます。	easy
sci	SC07	植物	ヘチマやカボチャのように、雄しべだけの花と雌しべだけの花に分かれているものを何といいますか？	"[""両性花"",""単性花"",""離弁花"",""合弁花""]"	1	単性花	雄花と雌花が別々に咲くものを「単性花（たんせいか）」といいます。	normal
sci	SC07	植物	アブラナの花びらの枚数は何枚ですか？	"[""3枚"",""4枚"",""5枚"",""多数""]"	1	4枚	アブラナ科の植物は、4枚の花びらが十字形に並んでいるのが特徴です。	easy
sci	SC07	植物	タンポポやヒマワリ、コスモスなどのように、小さな花が集まって1つの花のように見える植物は何科ですか？	"[""アブラナ科"",""バラ科"",""キク科"",""ユリ科""]"	2	キク科	これらは「キク科」の植物で、頭状花序という花の集まりを作ります。	easy
sci	SC07	植物	マツやスギのように、子房がなく胚珠がむき出しになっている植物を何といいますか？	"[""被子植物"",""裸子植物"",""単子葉類"",""双子葉類""]"	1	裸子植物	胚珠が「裸（はだか）」の状態なので「裸子（らし）植物」と呼びます。	easy
sci	SC07	植物	イネやトウモロコシのように、葉脈が平行に並んでいるつくりを何といいますか？	"[""網状脈"",""平行脈"",""輪生脈"",""羽状脈""]"	1	平行脈	単子葉類に見られる、筋がまっすぐ通った葉脈を「平行脈」といいます。	easy
sci	SC07	植物	葉の表側の表皮のすぐ下にあり、葉緑体を含んだ細胞が隙間なく並んでいる組織を何といいますか？	"[""海綿状組織"",""柵状組織"",""孔辺細胞"",""維管束""]"	1	柵状組織	細胞が柵（さく）のように規則正しく並んでいるため「柵状組織」と呼ばれます。	normal
sci	SC07	植物	双子葉類の茎の断面で、水が通る「道管」は維管束のどの位置にありますか？	"[""一番外側"",""師管の外側"",""維管束の内側"",""形成層の真上""]"	2	維管束の内側	茎の維管束では、道管が内側、師管が外側に配置されています。	normal
sci	SC07	植物	双子葉類の茎にある、細胞分裂を行って茎を太くする働きを持つ部分はどこですか？	"[""道管"",""師管"",""形成層"",""根毛""]"	2	形成層	道管と師管の間にある「形成層（けいせいそう）」で新しい細胞が作られます。	normal
sci	SC07	植物	単子葉類の植物に見られる、細い根がたくさん集まった根の形を何といいますか？	"[""主根"",""側根"",""ひげ根"",""直根""]"	2	ひげ根	イネやトウモロコシなど、単子葉類の根は「ひげ根」と呼ばれます。	easy
sci	SC07	植物	根の先端近くにある、水や肥料を吸収する表面積を広げるための細かい毛を何といいますか？	"[""根冠"",""根毛"",""側根"",""ひげ根""]"	1	根毛	「根毛（こんもう）」があることで、効率よく土の中の水分を吸収できます。	easy
sci	SC07	植物	根に「根毛」が無数に生えている最大の理由（メリット）は何ですか？	"[""体を支えるため"",""表面積を広げて吸収しやすくするため"",""外敵から身を守るため"",""呼吸をしやすくするため""]"	1	表面積を広げて吸収しやすくするため	細かい毛がたくさんあることで、土に触れる面積（表面積）が劇的に増え、吸収効率が上がります。	normal
sci	SC07	植物	次のうち、花びらがつながっている「合弁花」はどれですか？	"[""サクラ"",""アブラナ"",""アサガオ"",""エンドウ""]"	2	アサガオ	アサガオは花びらが筒状につながっている合弁花です。他は離弁花です。	normal
sci	SC07	植物	マツやイチョウなどの「裸子植物」に共通する特徴はどれですか？	"[""子房がない"",""花びらがある"",""平行脈である"",""ひげ根である""]"	0	子房がない	裸子植物には子房がなく、胚珠がむき出しになっています。	normal
sci	SC07	植物	イネやトウモロコシのように、発芽のための栄養を「胚乳（はいにゅう）」にたくわえている種子を何と呼ぶ？	"[""有胚乳種子"", ""無胚乳種子"", ""単子葉種子"", ""双子葉種子""]"	0	有胚乳種子	イネ、トウモロコシ、カキなどは胚乳に栄養をたくわえる「有胚乳種子」です。	easy
sci	SC07	植物	インゲンマメやアブラナのように、胚乳がなく「子葉（しよう）」に栄養をたくわえている種子を何と呼ぶ？	"[""有胚乳種子"", ""無胚乳種子"", ""有子葉種子"", ""無子葉種子""]"	1	無胚乳種子	インゲンマメやアブラナなどは、胚乳ではなく子葉に栄養をたくわえる「無胚乳種子」です。	easy
