subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
math	MA08	場合の数・確率	5枚のコインを並べるとき、「3枚以上表が連続する」並べ方は全部で何通りありますか？	"[""5通り"", ""8通り"", ""10通り"", ""13通り""]"	1	8通り	3枚連続が5通り、4枚連続が2通り、5枚連続が1通りあり、合計で8通りになります。	normal
math	MA08	場合の数・確率	5枚のコインを並べるとき、すべてのコインが「表」になる並べ方は何通りありますか？	"[""1通り"", ""2通り"", ""5通り"", ""32通り""]"	0	1通り	すべてのコインが表になるのは（表表表表表）の1パターンしかありません。	easy
math	MA08	場合の数・確率	5人のうち2人だけが本当のことを言っています。推論の結果、正直者は誰と誰ですか？	"[""AとD"", ""BとC"", ""BとE"", ""CとE""]"	2	BとE	AとDは同じ発言のため共に嘘つき。消去法と矛盾の検証により、BとEが正直者だとわかります。	normal
math	MA08	場合の数・確率	5人のうち2人だけが正直者のとき、Aが「私は本当のことを言っている」と言いました。Aは正直者ですか？	"[""正直者である"", ""嘘つきである"", ""どちらか判定できない"", ""Aだけが正直者""]"	1	嘘つきである	AとDが同じ内容を言っているため、2人が正直だと正直者が3人以上になり矛盾します。よってAは嘘つきです。	normal
math	MA08	場合の数・確率	5人の100m走の順位について、1位から5位まで正しい順番に並んでいるのはどれですか？	"[""C, D, B, A, E"", ""C, B, D, E, A"", ""D, C, B, A, E"", ""E, A, B, D, C""]"	0	C, D, B, A, E	各人の発言の矛盾を解くと、1位C、2位D、3位B、4位A、5位Eの順になります。	hard
math	MA08	場合の数・確率	5人の100m走の順位を推論したとき、1位になったのは誰ですか？	"[""A"", ""B"", ""C"", ""D""]"	2	C	条件を整理すると、Cの発言「自分は5位」が間違いで、もう一つの発言が正しいことからCが1位と導けます。	normal
math	MA08	場合の数・確率	5人の100m走の順位を推論したとき、最下位（5位）になったのは誰ですか？	"[""B"", ""C"", ""D"", ""E""]"	3	E	確定した順位「C, D, B, A, E」より、5位はEとなります。	normal
math	MA08	場合の数・確率	D地点から出発し、サイコロを3回振ってG地点に止まる目の出方は何通りありますか？（奇数は左、偶数は右へ移動）	"[""10通り"", ""12通り"", ""15通り"", ""18通り""]"	2	15通り	1回目、2回目、3回目の移動をすべてシミュレーションして数え上げると15通りになります。	hard
math	MA08	場合の数・確率	円周上の点Aを出発し、サイコロを2回振って点Fに止まる目の出方は何通りありますか？	"[""4通り"", ""6通り"", ""8通り"", ""10通り""]"	2	8通り	(1,2)や(4,5)など、時計回りと反時計回りの組み合わせを数えると合計8通りです。	normal
math	MA08	場合の数・確率	円周上の点Aを出発し、サイコロを3回振ったあとに再び点Aに戻っている目の出方は何通りありますか？	"[""24通り"", ""32通り"", ""40通り"", ""48通り""]"	2	40通り	3回目にどの点からAに戻るかを分類して計算すると、16+16+8=40通りになります。	hard
