subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
soc	SO05	歴史（鎌倉〜室町）	1192年に征夷大将軍に任命され、鎌倉幕府を開いた人物は誰？	"[""源頼朝"", ""源義経"", ""平清盛"", ""足利尊氏""]"	0	源頼朝	源頼朝は平氏を滅ぼした後、1192年に征夷大将軍となり、鎌倉に日本初の本格的な武家政権を開きました。	easy
soc	SO05	歴史（鎌倉〜室町）	源頼朝が1185年に平氏を滅ぼした、最後の戦いの名前は何？	"[""壇ノ浦の戦い"", ""屋島の戦い"", ""一ノ谷の戦い"", ""桶狭間の戦い""]"	0	壇ノ浦の戦い	1185年、山口県の壇ノ浦で平氏が滅亡し、源氏による武士の時代が決定定的となりました。	normal
soc	SO05	歴史（鎌倉〜室町）	鎌倉幕府によって「国ごと」に1人ずつ置かれ、軍事や警察を担当した役職は何？	"[""守護"", ""地頭"", ""執権"", ""郡司""]"	0	守護	守護は国ごとに置かれ、国内の軍事・警察や御家人の統率を担当しました。	easy
soc	SO05	歴史（鎌倉〜室町）	鎌倉幕府の役職で、軍事・警察を担う「守護」が置かれた単位はどこ？	"[""国（行政単位）"", ""荘園・公領"", ""村"", ""京都""]"	0	国（行政単位）	守護は「国」ごとに、地頭は「荘園や公領」ごとに置かれました。	normal
soc	SO05	歴史（鎌倉〜室町）	鎌倉幕府が「荘園や公領ごと」に置き、土地の管理や年貢の取り立てを行った役職は何？	"[""地頭"", ""守護"", ""検非違使"", ""執権""]"	0	地頭	地頭は荘園や公領ごとに置かれ、年貢の徴収や土地の管理を実務として行いました。	easy
soc	SO05	歴史（鎌倉〜室町）	地頭の主な仕事として正しいものはどれ？	"[""年貢の取り立て"", ""朝廷の監視"", ""外国との貿易"", ""仏像の制作""]"	0	年貢の取り立て	地頭は土地の管理や年貢の取り立て、裁判の執行などを行いました。	normal
soc	SO05	歴史（鎌倉〜室町）	将軍が御家人の領地を保障し、御家人が軍役で応える主従関係を何という？	"[""御恩と奉公"", ""下剋上"", ""公事と年貢"", ""寄進地系荘園""]"	0	御恩と奉公	将軍が土地を保障する「御恩」と、武士が戦う「奉公」で成り立つ関係です。	easy
soc	SO05	歴史（鎌倉〜室町）	「御恩と奉公」の関係において、将軍が御家人の領地を認めたり与えたりすることを何という？	"[""御恩"", ""奉公"", ""執権"", ""徳政""]"	0	御恩	将軍からの恩恵を「御恩」、それに対する武士の働きを「奉公」と呼びます。	normal
soc	SO05	歴史（鎌倉〜室町）	源頼朝の死後、将軍の補佐役である「執権」の職を代々受け継いだ一族はどこ？	"[""北条氏"", ""足利氏"", ""細川氏"", ""藤原氏""]"	0	北条氏	頼朝の妻・政子の実家である北条氏が、執権として政治の実権を握りました。	easy
soc	SO05	歴史（鎌倉〜室町）	鎌倉幕府において、北条氏が代々就任した、将軍を補佐して政治を行う役職は何？	"[""執権"", ""探題"", ""管領"", ""関白""]"	0	執権	北条氏は「執権」という地位を独占し、実質的に幕府を運営しました。	easy
