subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
sci	SC03	光・音・熱	光が鏡などの物体に当たってはね返る現象において、入射角と反射角が等しくなるというきまりを何という？	"[""屈折の法則"", ""反射の法則"", ""慣性の法則"", ""分散の法則""]"	1	反射の法則	光が反射するとき、鏡に入ってくる光の角度（入射角）と、出ていく光の角度（反射角）は常に等しくなります。これを「反射の法則」と呼びます。	easy
sci	SC03	光・音・熱	「反射の法則」が成り立つとき、入射角が30度であれば、反射角は何度になる？	"[""15度"", ""30度"", ""60度"", ""90度""]"	1	30度	反射の法則では、入射角と反射角は常に等しくなります。したがって、入射角が30度なら反射角も30度です。	easy
sci	SC03	光・音・熱	鏡に映った物体の像は、鏡を軸として実際の物体とどのような位置関係にあるといえる？	"[""平行な位置"", ""点対称の位置"", ""線対称の位置"", ""ランダムな位置""]"	2	線対称の位置	鏡に映る像は、鏡の面を「対称の軸」として、実際の物体と反対側に同じ距離の「対称」な位置にあるように見えます。	easy
sci	SC03	光・音・熱	鏡から30cm離れた場所にリンゴを置いたとき、鏡の中にできるリンゴの像は、鏡の面から何cm奥にあるように見える？	"[""15cm"", ""30cm"", ""45cm"", ""60cm""]"	1	30cm	鏡の像から鏡までの距離と、実際の物体から鏡までの距離は等しくなります。物体が30cm離れていれば、像も30cm奥に見えます。	normal
sci	SC03	光・音・熱	直角（90度）に合わせた2枚の鏡の前に、2時を指している時計を置いた。このとき、2回反射して見える像の時計は何時を指している？	"[""2時"", ""4時"", ""8時"", ""10時""]"	0	2時	鏡1枚では左右が逆になりますが、2枚の鏡で2回反射すると「逆の逆」で元の向きと同じになります。そのため、2時の時計はそのまま2時に見えます。	normal
sci	SC03	光・音・熱	鏡に1回だけ反射させて物体の像を見たとき、実物と比べてどのように見える？	"[""上下が逆に見える"", ""左右が逆に見える"", ""形が変わって見える"", ""そのまま同じに見える""]"	1	左右が逆に見える	1枚の平面鏡に映る像は、実物と左右が逆（鏡映し）になって見えます。	easy
sci	SC03	光・音・熱	自分の全身を鏡に映して見るために必要な、鏡の最低限の「縦の長さ」はどれくらい？	"[""身長と同じ長さ"", ""身長の4分の1の長さ"", ""身長の半分の長さ"", ""身長の2倍の長さ""]"	2	身長の半分の長さ	反射の法則により、自分の全身を見るためには、理論上、自分の身長のちょうど半分の長さがある鏡があれば十分です。	normal
sci	SC03	光・音・熱	身長160cmの人が、自分の全身を映すために必要な鏡の縦の長さは何cm以上あればよい？	"[""40cm"", ""80cm"", ""120cm"", ""160cm""]"	1	80cm	全身を映すには「身長の半分」の長さの鏡が必要です。160cmの半分なので、80cmとなります。	normal
sci	SC03	光・音・熱	光が鏡に対して24度の角度で当たり、反射した。このとき、元の直進方向（180度）からのずれの角度は何度になる？	"[""24度"", ""48度"", ""66度"", ""132度""]"	1	48度	反射角は66度（90-24）になります。計算上、元の進む方向からのずれは、反射角の2倍にあたる48度となります。	hard
sci	SC03	光・音・熱	光が空気中から水の中へ斜めに入射するとき、光はどのように折れ曲がる？	"[""境界面に近づく（屈折角が大きくなる）"", ""境界面から遠ざかる（屈折角が小さくなる）"", ""折れ曲がらずに直進する"", ""反射して空気中に戻る""]"	1	境界面から遠ざかる（屈折角が小さくなる）	光が空気から水やガラスへ進むときは、光の進む向きが「法線」に近づき、境界面からは遠ざかる（屈折角が入射角より小さくなる）ように屈折します。	normal
