subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
jp	JP06	詩・韻文	奈良時代にまとめられた、日本に現存する最古の和歌集は何？	"[""古今和歌集"", ""万葉集"", ""新古今和歌集"", ""懐風藻""]"	1	万葉集	奈良時代の天平文化を代表する和歌集で、約4500首が収録されています。	easy
jp	JP06	詩・韻文	『万葉集』がまとめられたのは、何時代のこと？	"[""飛鳥時代"", ""奈良時代"", ""平安時代"", ""鎌倉時代""]"	1	奈良時代	『万葉集』は奈良時代の天平文化を代表する、日本最古の和歌集です。	easy
jp	JP06	詩・韻文	天皇から農民まで幅広い階層の歌が収められ、当時の社会を知る貴重な資料となっている歌集は？	"[""万葉集"", ""古今和歌集"", ""山家集"", ""小倉百人一首""]"	0	万葉集	山上憶良の『貧窮問答歌』など、民衆の苦しい生活を伝える歌も収録されています。	normal
jp	JP06	詩・韻文	平安時代に紀貫之らが天皇の命令でまとめた、最初の「勅撰和歌集」は何？	"[""万葉集"", ""新古今和歌集"", ""古今和歌集"", ""後撰和歌集""]"	2	古今和歌集	平安時代の国風文化期に編纂された、日本で最初の勅撰和歌集です。	easy
jp	JP06	詩・韻文	『古今和歌集』が編纂された時期の文化を何という？	"[""天平文化"", ""国風文化"", ""元禄文化"", ""化政文化""]"	1	国風文化	平安時代、遣唐使の廃止などをきっかけに日本の風土に合った「国風文化」が栄えました。	normal
jp	JP06	詩・韻文	俳句の基本的な定型リズム（音数）はどれ？	"[""五・七・五"", ""五・七・五・七・七"", ""七・五・七"", ""五・五・七""]"	0	五・七・五	俳句は「五・七・五」の合計17音で構成される、世界で最も短い定型詩の一つです。	easy
jp	JP06	詩・韻文	「五・七・五」の合計17音で構成される日本の定型詩を何という？	"[""短歌"", ""連歌"", ""俳句"", ""自由詩""]"	2	俳句	俳句は「五・七・五」の17音で、季節を表す「季語」を入れて詠むのが一般的です。	easy
jp	JP06	詩・韻文	「五・七・五・七・七」の合計31音で構成される詩の形式は何？	"[""俳句"", ""短歌"", ""川柳"", ""定型詩""]"	1	短歌	31音で構成される形式で、古くは「和歌」と呼ばれていました。	easy
jp	JP06	詩・韻文	短歌（和歌）の音数の合計は、全部で何音？	"[""17音"", ""31音"", ""20音"", ""45音""]"	1	31音	「五・七・五・七・七」をすべて足すと、合計31音になります。	easy
jp	JP06	詩・韻文	『古今和歌集』の主要な編者であり、日本初の「かな日記」を書いた人物は誰？	"[""松尾芭蕉"", ""山上憶良"", ""紀貫之"", ""小林一茶""]"	2	紀貫之	紀貫之は平安時代の歌人で、女性のふりをして書いた『土佐日記』の著者でもあります。	normal
jp	JP06	詩・韻文	紀貫之が女性のふりをして、平仮名で書いた日記文学のタイトルは何？	"[""更級日記"", ""蜻蛉日記"", ""土佐日記"", ""紫式部日記""]"	2	土佐日記	『土佐日記』は日本で最初の「かな日記」として知られています。	normal
jp	JP06	詩・韻文	江戸時代の元禄文化を代表する俳人で、俳諧を高い芸術にまで高めたのは誰？	"[""小林一茶"", ""与謝蕪村"", ""松尾芭蕉"", ""正岡子規""]"	2	松尾芭蕉	松尾芭蕉は『奥の細道』などの紀行文を残し、俳句を芸術として確立させました。	easy
jp	JP06	詩・韻文	松尾芭蕉が旅の様子をまとめた、有名な紀行文のタイトルは何？	"[""東海道中膝栗毛"", ""奥の細道"", ""南総里見八犬伝"", ""枕草子""]"	1	奥の細道	江戸から東北・北陸を巡った旅の記録を、高い芸術性をもって描いています。	easy
jp	JP06	詩・韻文	江戸時代後期の化政文化を代表する俳人で、庶民的で親しみやすい句を詠んだのは誰？	"[""松尾芭蕉"", ""小林一茶"", ""与謝蕪村"", ""紀貫之""]"	1	小林一茶	小林一茶は、弱者や身近な生き物への慈しみを詠んだ句が多く残っています。	normal
jp	JP06	詩・韻文	小林一茶の俳句の特徴として、最も適切なものはどれ？	"[""貴族的で優雅"", ""厳格で宗教的"", ""庶民的で親しみやすい"", ""難解で抽象的""]"	2	庶民的で親しみやすい	一茶は、皮肉や風刺を織り交ぜつつ、身近な生き物を慈しむ句を多く詠みました。	normal
jp	JP06	詩・韻文	漢字の本来の意味に関係なく、その「音」だけを借りて日本語を表記した文字を何という？	"[""平仮名"", ""片仮名"", ""万葉仮名"", ""ローマ字""]"	2	万葉仮名	『万葉集』の表記に使われたことからこの名があり、後の平仮名・片仮名の元になりました。	hard
jp	JP06	詩・韻文	平安時代に「万葉仮名」を崩して作られた文字はどれ？	"[""平仮名"", ""片仮名"", ""ハングル"", ""梵字""]"	0	平仮名	万葉仮名を草書体にして崩したものが「平仮名」、一部を取ったものが「片仮名」です。	hard
jp	JP06	詩・韻文	俳句において、特定の季節を表すために用いられる言葉を何という？	"[""枕詞"", ""季語"", ""対句"", ""定型句""]"	1	季語	春夏秋冬の季節を示す特定の単語を「季語」と呼び、俳句には欠かせない要素です。	easy
jp	JP06	詩・韻文	俳句において、季語が使われる主な目的は何？	"[""文字数を増やすため"", ""特定の季節を表現するため"", ""韻を踏むため"", ""作者の名前を隠すため""]"	1	特定の季節を表現するため	季語を通して、情景や登場人物の心情、時間の経過などを豊かに表現します。	easy
