subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
sci	SC04	物質の性質	プラスチックの主な原料となっている物質は何ですか？	"[""石油"",""石炭"",""鉄鉱石"",""天然ゴム""]"	0	石油	プラスチックは、石油などを原料にして人工的に合成された物質です。軽い、くさりにくい、さびないといった特徴があります。	easy
sci	SC04	物質の性質	プラスチックを燃やしたときに発生する気体は何ですか？	"[""酸素"",""二酸化炭素"",""窒素"",""水素""]"	1	二酸化炭素	プラスチックは炭素を含むため、燃やすと二酸化炭素が発生します。	easy
sci	SC04	物質の性質	物質1立方センチメートル（1cm³）あたりの重さ（質量）を何といいますか？	"[""濃度"",""硬度"",""密度"",""純度""]"	2	密度	物質の種類によって決まっている「1cm³あたりの重さ」を密度と呼びます。	easy
sci	SC04	物質の性質	物質の密度の単位として正しいものはどれですか？	"[""g/cm²"",""g/cm³"",""cm³/g"",""kg/m""]"	1	g/cm³	重さ(g)を体積(cm³)で割って求めるため、単位はg/cm³（グラム毎立方センチメートル）となります。	normal
sci	SC04	物質の性質	物質が固体から液体に変わるときの一定の温度を何といいますか？	"[""沸点"",""融点"",""氷点"",""発火点""]"	1	融点	固体が溶けて液体になる温度が融点です。水の場合は0℃です。	easy
sci	SC04	物質の性質	液体が沸騰して気体に変わるときの一定の温度を何といいますか？	"[""融点"",""露点"",""沸点"",""凝固点""]"	2	沸点	液体が激しく気体（水蒸気など）に変わる温度を沸点といいます。水は100℃です。	easy
sci	SC04	物質の性質	ドライアイスのように、固体から液体にならず直接気体に変化する現象を何といいますか？	"[""蒸発"",""昇華"",""凝縮"",""融解""]"	1	昇華	固体が直接気体になる、または気体が直接固体になる変化を昇華と呼びます。	normal
sci	SC04	物質の性質	ドライアイスは何という物質が固体になったものですか？	"[""酸素"",""窒素"",""二酸化炭素"",""アンモニア""]"	2	二酸化炭素	ドライアイスは二酸化炭素を冷やして固めたものです。温度は約-78℃と非常に低いです。	easy
sci	SC04	物質の性質	水の密度が最大になり、体積が最も小さくなるのは何度（℃）のときですか？	"[""0℃"",""4℃"",""100℃"",""-4℃""]"	1	4℃	水は例外的な性質を持ち、4℃のときに最も密度が大きく（重く）なります。	normal
sci	SC04	物質の性質	水が氷になるとき、体積はもとの水の約何倍になりますか？	"[""約0.9倍"",""約1.1倍"",""約1.5倍"",""約2倍""]"	1	約1.1倍	水は氷になると体積が約1.1倍に増えます。そのため密度が小さくなり、氷は水に浮きます。	normal
sci	SC04	物質の性質	レジ袋などに使われ、水（密度1.0g/cm³）に浮く性質を持つプラスチックは何ですか？	"[""PET（ポリエチレンテレフタラート）"",""ポリエチレン"",""塩化ビニル"",""ポリスチレン""]"	1	ポリエチレン	ポリエチレンは密度が約0.96g/cm³で水より小さいため、水に浮きます。	normal
sci	SC04	物質の性質	ペットボトルの「本体」に使われるPET（ポリエチレンテレフタラート）を水に入れるとどうなりますか？	"[""水に浮く"",""水に沈む"",""水に溶ける"",""形が変わる""]"	1	水に沈む	PETの密度は約1.32g/cm³で水（1.0g/cm³）より大きいため、水に沈みます。	normal
sci	SC04	物質の性質	ペットボトルの「ふた」に使われ、熱に強く水に浮くプラスチックは何ですか？	"[""ポリプロピレン"",""ポリスチレン"",""PET"",""アクリル""]"	0	ポリプロピレン	ポリプロピレンは密度が約0.90g/cm³で水より小さく、熱にも強いのが特徴です。	normal
sci	SC04	物質の性質	食品トレイに使われる発泡ポリスチレンに備わっている、熱を通しにくい性質を何といいますか？	"[""導電性"",""断熱性"",""揮発性"",""展延性""]"	1	断熱性	空気を多く含む発泡ポリスチレンは断熱性が高く、保温や保冷に役立ちます。	easy
sci	SC04	物質の性質	物質が固体から液体、液体から気体へと「状態変化」するとき、変化しないものはどれですか？	"[""体積"",""密度"",""重さ（質量）"",""粒子の間隔""]"	2	重さ（質量）	状態変化が起きても、物質を作っている粒子の数自体は変わらないため、重さは変化しません。	easy
sci	SC04	物質の性質	固体の「ろう」を、熱して溶けた液体の「ろう」の中に入れるとどうなりますか？	"[""表面に浮く"",""底に沈む"",""真ん中で止まる"",""すぐに溶けて消える""]"	1	底に沈む	水以外の多くの物質は、液体より固体の方が密度が大きいため、固体の状態だと沈みます。	hard
sci	SC04	物質の性質	アルコールで手を消毒したときに冷たく感じるのは、アルコールが蒸発するときにどのような作用があるからですか？	"[""周囲に熱を出す"",""周囲の熱をうばう"",""周囲の水分を増やす"",""指の温度を上げる""]"	1	周囲の熱をうばう	液体が気体になるときに周囲から熱を吸収する「気化熱」という現象により、温度が下がります。	normal
sci	SC04	物質の性質	沸騰している水の中から出てくる「大きな泡」の正体は何ですか？	"[""空気"",""酸素"",""水蒸気"",""二酸化炭素""]"	2	水蒸気	沸騰して出てくる大きな泡は、水が気体に変化した「水蒸気」です。	easy
sci	SC04	物質の性質	富士山の山頂のように気圧が低い場所では、水の沸点は100℃と比べてどうなりますか？	"[""高くなる"",""低くなる"",""変わらない"",""0℃になる""]"	1	低くなる	沸点は気圧の影響を受けます。気圧が低い場所では、100℃より低い温度で沸騰が始まります。	normal
sci	SC04	物質の性質	膨張率の異なる2枚の金属を貼り合わせたもので、温度変化で曲がる性質を持つ部品を何といいますか？	"[""合金"",""バイメタル"",""半導体"",""フィラメント""]"	1	バイメタル	バイメタルは温度によって曲がるため、サーモスタット（温度調節器）などに使われます。	normal
sci	SC04	物質の性質	次の金属のうち、磁石に引きつけられないものはどれですか？	"[""鉄"",""ニッケル"",""コバルト"",""アルミニウム""]"	3	アルミニウム	磁石につく代表的な金属は鉄、ニッケル、コバルトです。アルミニウムや銅はつきません。	easy
sci	SC04	物質の性質	一辺が2cmの立方体で、重さが9.6gの物体の密度はいくらですか？	"[""1.2g/cm³"",""2.4g/cm³"",""4.8g/cm³"",""19.2g/cm³""]"	0	1.2g/cm³	体積は2×2×2=8cm³。密度は9.6÷8=1.2g/cm³となります。	hard
sci	SC04	物質の性質	水（密度1.0）と油（密度0.9）の層があるコップに氷（密度0.92）を入れると、氷はどこで止まりますか？	"[""油の一番上に浮く"",""水の一番下に沈む"",""水と油の境界面で止まる"",""油の中に完全に溶ける""]"	2	水と油の境界面で止まる	氷は油より重く、水より軽いため、その中間である水と油の境界面に浮きます。	hard
sci	SC04	物質の性質	水が液体から水蒸気（気体）になるとき、体積は約何倍にふくれあがりますか？	"[""約10倍"",""約100倍"",""約1700倍"",""約10000倍""]"	2	約1700倍	水が気体になると粒子同士の間隔が急激に広がるため、体積は約1700倍になります。	normal
sci	SC04	物質の性質	「物体にはたらく浮力の大きさは、その物体が押しのけた液体の重さに等しい」という原理を何といいますか？	"[""パスカルの原理"",""アルキメデスの原理"",""フックの法則"",""慣性の法則""]"	1	アルキメデスの原理	古代ギリシャの学者アルキメデスが発見した、浮力に関する有名な原理です。	easy
sci	SC04	物質の性質	重さ60g、底面積10cm2、高さ10cmの物体を食塩水に入れたら5cm沈んで浮きました。この食塩水の密度は？	"[""1.0g/cm³"",""1.2g/cm³"",""1.5g/cm³"",""2.0g/cm³""]"	1	1.2g/cm³	物体が浮いている時「重さ＝浮力」です。浮力は「押しのけた液体の重さ」なので、60g = (10cm2×5cm)×密度 となり、60÷50=1.2です。	hard
sci	SC04	物質の性質	液体に浮いている物体が受ける「浮力」の大きさは、何と同じになりますか？	"[""物体の全体の体積"",""物体が押しのけた液体の重さ"",""液体の全体の重さ"",""物体の底面積""]"	1	物体が押しのけた液体の重さ	アルキメデスの原理より、浮力の大きさは物体が押しのけた（どかした）液体の重さと等しくなります。	normal
sci	SC04	物質の性質	容積560m3の気球で、外気が1.2g/L、内部が0.7g/Lのとき、浮き上がるための荷物の最大重量は？	"[""180kg"",""240kg"",""280kg"",""320kg""]"	2	280kg	浮力(672kg)から内部空気(392kg)を引いた差が、持ち上げられる最大重量（荷物＋気球の皮）になります。	hard
