subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
soc	SO10	時事問題	2025年は戦後80年の節目です。1945年に日本が受諾し、太平洋戦争を終結させることになった宣言は何？	"[""カイロ宣言"", ""ポツダム宣言"", ""ヤルタ宣言"", ""テヘラン宣言""]"	1	ポツダム宣言	1945年8月、日本はこの宣言を受諾して降伏しました。2025年はそれから80年間にあたります。	easy
soc	SO10	時事問題	日本がポツダム宣言を受諾し、太平洋戦争が終結したのは西暦何年のこと？	"[""1931年"", ""1941年"", ""1945年"", ""1951年""]"	2	1945年	1945年8月15日に終戦を迎えました。2025年は戦後80年の大きな節目です。	easy
soc	SO10	時事問題	1951年に調印され、日本の主権回復と国際社会への復帰を決めた条約は何？	"[""日米安全保障条約"", ""日中共同声明"", ""サンフランシスコ平和条約"", ""日ソ共同宣言""]"	2	サンフランシスコ平和条約	この条約によって日本は独立を回復しました。2025年は戦後の歩みを振り返る年として注目されています。	normal
soc	SO10	時事問題	1951年のサンフランシスコ平和条約に調印した、当時の日本の首相は誰？	"[""伊藤博文"", ""佐藤栄作"", ""吉田茂"", ""田中角栄""]"	2	吉田茂	吉田茂首相が調印しました。この時、同時に日米安全保障条約も結ばれました。	normal
soc	SO10	時事問題	サンフランシスコ平和条約で日本は独立を回復しましたが、同時にアメリカの施政権下に置かれることになった地域はどこ？	"[""小笠原諸島と沖縄"", ""北海道と千島列島"", ""淡路島と佐渡島"", ""五島列島と対馬""]"	0	小笠原諸島と沖縄	独立回復の一方で、沖縄などは1972年に返還されるまでアメリカの支配下に置かれました。	normal
soc	SO10	時事問題	サンフランシスコ平和条約が日本に与えた「プラスの側面」として、正しい説明はどれ？	"[""高度経済成長が止まったこと"", ""国際社会への復帰と主権の回復"", ""すべての領土問題が解決したこと"", ""非核三原則が制定されたこと""]"	1	国際社会への復帰と主権の回復	この条約により日本は再び独立国として認められ、世界の中に戻ることができました。	hard
soc	SO10	時事問題	日本国憲法が掲げる三原則の一つで、戦後80年を通じて守られてきた、戦争を放棄する理念を何という？	"[""国民主権"", ""基本的人権の尊重"", ""平和主義"", ""国際協調主義""]"	2	平和主義	憲法第9条に規定されており、日本が平和国家として歩む土台となっている理念です。	easy
soc	SO10	時事問題	異なる国籍や民族の人々が、互いの文化の違いを認め合い、共に対等に生きていくことを何という？	"[""文化相対主義"", ""多文化共生"", ""グローバル化"", ""同化政策""]"	1	多文化共生	在留外国人が増える中で、互いを尊重して共に暮らす「多文化共生」の重要性が高まっています。	easy
soc	SO10	時事問題	日本に3ヶ月以上滞在する外国人の総称で、2024年に過去最多の340万人を突破したのは何？	"[""短期滞在者"", ""在留外国人"", ""帰化人"", ""外交官""]"	1	In-resident foreigners (在留外国人)	労働力不足などを背景に、日本で生活する外国人は年々増加しています。	normal
soc	SO10	時事問題	外国人労働者の確保のため、従来の「技能実習制度」に代わって新しく創設される制度を何という？	"[""育成就労制度"", ""高度人材制度"", ""外国人支援制度"", ""労働力確保制度""]"	0	育成就労制度	働く人を「育てる」とともに、長期的な就労につなげるための新しい仕組みです。	hard
soc	SO10	時事問題	多文化共生社会を進める上での「課題」として、現在もっとも当てはまるものはどれ？	"[""外国人の入国を禁止すること"", ""日本語教育や社会保障の整備"", ""すべての外国人に日本名を名乗らせること"", ""外国人の居住区を限定すること""]"	1	日本語教育や社会保障の整備	言葉の壁を取り除き、日本人と同じように安心して暮らせる仕組み作りが求められています。	hard
soc	SO10	時目問題	人口の50%以上が65歳以上となり、冠婚葬祭などの社会的な共同生活の維持が難しくなった集落を何という？	"[""過密地域"", ""ニュータウン"", ""限界集落"", ""シャッター通り""]"	2	限界集落	地方の過疎化が進む中で深刻な問題となっており、労働力不足を補う工夫が必要です。	normal
soc	SO10	時事問題	2025年に開催される「大阪・関西万博」の公式テーマは何？	"[""人類の進歩と調和"", ""いのち輝く未来社会のデザイン"", ""自然の叡智"", ""科学技術と人間の融合""]"	1	いのち輝く未来社会のデザイン	SDGsの達成や、持続可能な社会をどう作るかが大きなテーマとなっています。	normal
soc	SO10	時事問題	2025年の大阪・関西万博が目標の一つとしている、2030年までの達成を目指す「持続可能な開発目標」の略称は？	"[""UNESCO"", ""UNICEF"", ""SDGs"", ""ASEAN""]"	2	SDGs	17の目標を掲げ、地球上の「誰一人取り残さない」社会を目指す国際目標です。	easy
soc	SO10	時事問題	日本で最初に大阪で万博が開催されたのは西暦何年？（高度経済成長の象徴とされます）	"[""1964年"", ""1970年"", ""1985年"", ""2005年""]"	1	1970年	1970年の大阪万博は「人類の進歩と調和」をテーマに、太陽の塔がシンボルとなりました。	normal
soc	SO10	時事問題	1970年の大阪万博と2025年の大阪・関西万博の「違い」について、正しい説明はどれ？	"[""1970年は環境重視、2025年は経済成長重視である"", ""1970年は経済成長重視、2025年は持続可能性重視である"", ""どちらも全く同じテーマで開催される"", ""1970年は東京、2025年は大阪で開催される""]"	1	1970年は経済成長重視、2025年は持続可能性重視である	時代の変化とともに、万博に求められる役割も「成長」から「共生・持続」へと変わっています。	hard
soc	SO10	時事問題	団塊の世代が75歳以上の後期高齢者になり、医療や介護の負担が急増するとされる社会問題を何という？	"[""2020年問題"", ""2025年問題"", ""2030年問題"", ""2050年問題""]"	1	2025年問題	2025年は人口構成が大きく変わり、社会保障制度の維持が大きな課題になる年です。	easy
soc	SO10	時事問題	戦後すぐの1947〜1949年に生まれ、日本の人口の中で非常に大きな割合を占める世代を何という？	"[""ゆとり世代"", ""バブル世代"", ""団塊の世代"", ""氷河期世代""]"	2	団塊の世代	この世代が2025年に全員75歳以上になることが「2025年問題」の原因の一つです。	normal
soc	SO10	時事問題	一人の女性が生涯に産む子どもの平均数を示す、少子化の指標となる数値を何という？	"[""平均寿命"", ""合計特殊出生率"", ""人口密度"", ""年少人口比率""]"	1	合計特殊出生率	日本のこの数値は2023年に1.20となり、過去最低を更新しました。	normal
soc	SO10	時事問題	人口を減らさずに維持するために必要とされる、合計特殊出生率の数値（人口置換水準）はおよそいくら？	"[""1.00"", ""1.20"", ""2.07"", ""3.00""]"	2	2.07	現在の日本の数値(1.20)は、人口を維持するために必要な2.07を大きく下回っています。	hard
soc	SO10	時事問題	2025年を、もし「昭和」という元号が続いていたと仮定して数えた場合、何年にあたる？	"[""昭和80年"", ""昭和90年"", ""昭和100年"", ""昭和120年""]"	2	昭和100年	1926年が昭和元年なので、2025年は昭和100年の節目にあたります。	easy
soc	SO10	時事問題	1925年に制定され、2025年に100周年を迎える、満25歳以上の男子に選挙権を与えた法律は何？	"[""治安維持法"", ""普通選挙法"", ""教育勅語"", ""国家総動員法""]"	1	普通選挙法	納税額による制限が撤廃されました。ただし、この時はまだ女性に選挙権はありませんでした。	normal
soc	SO10	時事問題	普通選挙法と同じ1925年に制定され、政府に反対する動きを厳しく取り締まった法律は何？	"[""治安維持法"", ""労働基準法"", ""日本国憲法"", ""破壊活動防止法""]"	0	治安維持法	自由な思想を制限した法律で、普通選挙法とセットで「アメとムチ」の政策と呼ばれました。	normal
soc	SO10	時事問題	1925年に「普通選挙法」と「治安維持法」がセットで出された理由を説明したものとして正しいのは？	"[""国民全員を幸せにするため"", ""権利を広げる一方で、政府に反対する動きを抑えるため"", ""外国からの攻撃を防ぐため"", ""増税をお願いするため""]"	1	権利を広げる一方で、政府に反対する動きを抑えるため	選挙権という「アメ」を与える代わりに、思想統制という「ムチ」で国民をコントロールしようとしました。	hard
soc	SO10	時事問題	深刻な介護人材不足の解決策として期待されている技術はどれ？	"[""AIやロボットの活用"", ""石炭エネルギーの活用"", ""手書き書類の増加"", ""海外旅行の推奨""]"	0	AIやロボットの活用	2025年問題への対策として、ロボットによる介護補助などが注目されています。	easy
soc	SO10	時事問題	国が食料を将来にわたって安定的に確保できるよう、平時から対策を講じることを何という？	"[""食料安全保障（フードセキュリティ）"", ""食料自給率"", ""地産地消"", ""フェアトレード""]"	0	食料安全保障（フードセキュリティ）	2024年の「令和の米騒動」により、日本の食料供給の弱さが注目され、この言葉が重要視されています。	easy
soc	SO10	時事問題	2024年に、猛暑や生産者の不足などが原因でコメが不足し、価格が上がった出来事を何と呼ぶ？	"[""令和の米騒動"", ""平成の米騒動"", ""寛政の改革"", ""コメ・ショック""]"	0	令和 of 米騒動	気候変動による猛暑や、農家の高齢化などが重なり、お店からコメが消えるなどの影響が出ました。	easy
soc	SO10	時事問題	「食料安全保障」の観点で、日本が抱えている大きな課題は何？	"[""食料自給率の低さ"", ""食料の輸出超過"", ""農地の余りすぎ"", ""人口の爆発的増加""]"	0	食料自給率の低さ	日本は多くの食料を海外に頼っているため、国際情勢が悪化すると食料の確保が難しくなるリスクがあります。	normal
soc	SO10	時事問題	コメの作りすぎを防ぐために、長年行われてきた作付け面積を制限する政策を何という？	"[""減反政策（生産調整）"", ""二毛作"", ""新田開発"", ""食糧管理制度""]"	0	減反政策（生産調整）	2018年に廃止されましたが、現在のコメ不足の背景にある生産力低下の原因の一つとして議論されています。	normal
soc	SO10	時事問題	2018年に廃止された「減反政策」が、現代の農業に与えた影響として議論されていることは？	"[""コメの生産力の低下"", ""コメの輸出の急増"", ""農家の若返り"", ""コメの価格の暴落""]"	0	コメの生産力の低下	作る量を制限し続けた結果、農地の減少や農家の離職が進み、いざという時の生産力が落ちたという指摘があります。	hard
soc	SO10	時事問題	夏の記録的な猛暑により、稲の粒が白く濁ったり割れたりして、品質が落ちてしまう現象を何という？	"[""高温障害"", ""冷害"", ""塩害"", ""連作障害""]"	0	高温障害	地球温暖化による猛暑が原因で、2024年のコメ不足を引き起こした主要な要因の一つです。	normal
